title,url,company,company_address,crawled_date,category,content_hash,deadline,is_expired,job_salary,salary_min,salary_max,salary_type,salary_note,has_commission,job_location,education_level,education_field,technical_skills,soft_skills,languages,certificates,gender_requirement,experience,requirements_tags,specializations,job_description,job_requirements,job_benefits,working_time,category_key
CAD/CAM Engineer / Kỹ Sư Lập Trình - Làm Việc Tại VSIP 1,https://www.topcv.vn/viec-lam/cad-cam-engineer-ky-su-lap-trinh-lam-viec-tai-vsip-1/2176614.html?ta_source=JobSearchList_LinkDetail&u_sr_id=fgP7ThR6dP7YgvExMLgtJUSsW04DMh4tDP7NOu2T_1780325542,CÔNG TY TNHH THERM-X SYSTEM VIỆT NAM TECHNOLOGY,"Lô 39, đường số 6, KCN Việt Nam – Singapore, Phường An Phú, Thành phố Thuận An, Tỉnh Bình Dương, Việt Nam",2026-06-01 22:40:29,IT,26afafd7fc47e96b8cf47c4b8a24037f,25/06/2026,False,Thoả thuận,,,negotiable,,False,Bình Dương,Đại học,,"Mastercam 3D, Inventor, CNC product design",,English,,Không yêu cầu,Dưới 1 năm,Kỹ sư cơ khí,"Dưới 1 năm kinh nghiệm chuyên môn, Đại Học trở lên","Program and remotely support operations for 3-axis, 4-axis milling machines, VMC, HMC, and double pallet lathes.
Review and interpret technical drawings and dimensions.
Select appropriate cutting tools and machining methods.
Create machining programs and process instructions.
Generate 2D and 3D models for tools, jigs, and fixtures.
Collaborate with the team to troubleshoot production issues.
Control and manage technical documents related to the process.
Train and support CNC operators when necessary.
Close collaboration with U.S. engineers and machinists.
Flexible hybrid work schedule based on project needs.
Weekly online meetings with the team; occasional on-site coordination required.
Hybrid working: 3 weeks work from home (7:00pm - 3:00am) + 1 to 2 days one week for team meeting (7:00am - 3:00pm)","Bachelor’s degree in Mechanical Engineering, Mechatronics, or related field.
Can use Mastercam 3D (Mastercam certification is a plus).
Experience in 2D and 3D technical drawing and design.
Strong understanding of engineering drawings and manufacturing standards.
Proficient in using Inventor or similar design software.
Experience in CNC product design is a plus.
Good command in English
Strong problem-solving and root cause analysis skills.
Able to work independently and manage technical documentation effectively.","Competitive salary based on experience and ability
Meal allowance: 30,000 VND/day
PVI health insurance (for both employee and family members)
12 days of annual leave + Christmas holiday
Full social insurance contributions based on 100% of salary
Year-end bonus
Full labor union benefits
No fingerprint check-in/check-out system","Training 1–2 tháng đầu tại văn phòng: T2–T6 | 8:00–16:30
Sau đó làm việc Hybrid cùng team US
Thời gian linh hoạt theo tiến độ công việc",it
"Nhân Viên Kinh Doanh - Web/App - Lương Cứng Không Phụ Thuộc Doanh Số - Làm Việc Tại Quận Tân Bình, Hồ Chí Minh",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-web-app-luong-cung-khong-phu-thuoc-doanh-so-lam-viec-tai-quan-tan-binh-ho-chi-minh/2178523.html?ta_source=JobSearchList_LinkDetail&u_sr_id=fgP7ThR6dP7YgvExMLgtJUSsW04DMh4tDP7NOu2T_1780325542,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ SỐ VN,"Tòa Nhà D-Head, 371 Nguyễn Kiệm, P.3, Gò Vấp, TP.HCM",2026-06-01 22:40:57,IT,29ea979e08eba42a04758af166647517,26/06/2026,False,Thu nhập khi đạt 100% KPI:  10 - 30 triệu VND,10000000.0,30000000.0,range,,False,Hồ Chí Minh,Cao đẳng,,"Kinh doanh phần mềm, Thương mại điện tử, Marketing / Quảng cáo, Quan hệ công chúng, B2B, B2C, Direct Sales, Telesales, Online Sales",,,,Không yêu cầu,Dưới 1 năm,"Kinh doanh phần mềm, Thương mại điện tử, Marketing / Quảng cáo, Quan hệ công chúng, B2B, B2C, Direct Sales, Telesales, Online Sales","Dưới 1 năm kinh nghiệm chuyên môn, Tuổi 18 - 30, Cao Đẳng trở lên, Phát âm chuẩn, Diễn đạt trôi chảy","Tiếp nhận, sàng lọc danh sách khách hàng tiềm năng từ các chiến dịch Marketing để phân loại khách hàng có nhu cầu sử dụng dịch vụ để lấy thông tin cần thiết tư vấn dịch vụ.
Phối hợp với các bộ phận vận hành để làm kế hoạch, báo giá dịch vụ cho khách hàng sau đó tiến hành thương lượng ký hợp đồng.
Gọi điện thoại/ gửi email giới thiệu công ty và sản phẩm/ dịch vụ đến các khách hàng tiềm năng.
Thuyết phục khách hàng sử dụng sản phẩm/dịch vụ, tạo dựng lòng tin của khách hàng với doanh nghiệp.
Công ty hỗ trợ data sẵn
Địa chỉ làm việc: Lầu 6, Tòa Nhà Kicotrans, Phường Tân Sơn Hòa, Tp. HCM (Phường 2, Quận Tân Bình cũ)","Không yêu cầu kinh nghiệm.
Tốt nghiệp Cao Đẳng trở lên.
Yêu thích công việc bán hàng, giao tiếp với khách hàng
Năng động, cầu tiến, ham học hỏi, khả năng tập trung cao.
Biết sử dụng MS Office, Email, Mạng xã hội Facebook, Zalo, Skype.
Giao tiếp tốt, ngoại hình ưa nhìn là một lợi thế.","Hỗ trợ Data khách hàng
Đào tạo học việc 01 tháng nếu chưa có kinh nghiệm.
Lương hỗ trợ học việc: 5.000.000 đ / tháng
Tổng thu nhập lên tới 30.000.000 đ/ tháng
Ký Hợp đồng sau thời gian thử việc.
Được đào tạo về kỹ năng về quy trình bán hàng
Tham gia Team Building, YEP Party hàng năm cùng công ty
Tham gia đầy đủ Bảo Hiểm Xã Hội và các phúc lợi khác do nhà nước quy định.
Làm việc trong môi trường năng động.
Xét thăng tiến sau 06 tháng làm việc.
Được đào tạo, nâng cao nghiệp vụ thường xuyên.","Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Thứ 7 (từ 08:00 đến 12:00)
Chủ nhật nghỉ",it
Thực Tập Sinh Vận Hành Robot Và Kiểm Soát Chất Lượng Data,https://www.topcv.vn/viec-lam/thuc-tap-sinh-van-hanh-robot-va-kiem-soat-chat-luong-data/2169121.html?ta_source=JobSearchList_LinkDetail&u_sr_id=fgP7ThR6dP7YgvExMLgtJUSsW04DMh4tDP7NOu2T_1780325542,CÔNG TY TNHH APPEN DATA TECHNOLOGY VIỆT NAM,"Tòa nhà Việt Á, Số 9 Duy Tân, Quận Cầu Giấy, Hà",2026-06-01 22:45:13,IT,6572f5aed5d6331a76898e2c9341a476,18/06/2026,False,Mức lương: Từ 5 triệu,5000000.0,5000000.0,upto,,False,Hà Nội,Trung cấp,,Data Labeling,,,,Không yêu cầu,Không yêu cầu,Data Labeling (Gán nhãn dữ liệu),"Không cần kinh nghiệm chuyên môn, Trung cấp trở lên","Thực hiện các nhiệm vụ thu thập dữ liệu dựa trên các kịch bản ứng dụng và yêu cầu chức năng của robot.
Vận hành các thiết bị thu thập dữ liệu theo hướng dẫn, tuân thủ quy trình tiêu chuẩn nhằm đảm bảo chất lượng dữ liệu cao, và hoàn tất việc đăng tải và xác minh dữ liệu đúng hạn.
Bảo trì và quản lý thiết bị thu thập dữ liệu để đảm bảo hoạt động ổn định; phối hợp với đội ngũ kỹ sư để báo cáo các bất thường trong hiệu suất robot hoặc các vấn đề về chất lượng dữ liệu.
Kiểm tra và rà soát dữ liệu nhằm đảm bảo dữ liệu thu thập được là đạt chất lượng, phục vụ cho quá trình phân tích tiếp theo.","Không yêu cầu kinh nghiệm, có thể thực tập fulltime.
Sinh viên từ tất cả các chuyên ngành đều được chào đón. Ưu tiên các ngành: điện tử, khoa học máy tính, kỹ thuật cơ khí, hoặc tự động hóa.
Thành thạo Microsoft Office và các công cụ văn phòng cơ bản; có khả năng thao tác trên giao diện người dùng bằng tiếng Anh.
Tinh thần trách nhiệm cao, đạo đức nghề nghiệp tốt, khả năng học hỏi nhanh, chịu được áp lực công việc và có kỹ năng thực thi; có thể diễn đạt rõ ràng các vấn đề, vướng mắc và đề xuất trong quá trình làm việc.","Mức trợ cấp cạnh tranh.
Cơ hội nâng cao kỹ năng tiếng Anh trong quá trình làm việc.
Tham gia dự án AI và robotics tiên tiến, đi đầu trong công nghệ.
Môi trường trẻ trung, năng động, nhiệt tình, trang phục thoải mái.","Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Thứ 2 - Thứ 6 (từ 13:00 đến 21:30)",it
"Nhân Viên Kinh Doanh Phần Mềm | Nghỉ T7-CN (Làm Việc Tại Hà Đông, Hà Nội)",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-phan-mem-nghi-t7-cn-lam-viec-tai-ha-dong-ha-noi/2167816.html?ta_source=JobSearchList_LinkDetail&u_sr_id=fgP7ThR6dP7YgvExMLgtJUSsW04DMh4tDP7NOu2T_1780325524,CÔNG TY TNHH ĐẦU TƯ NGHIÊN CỨU VÀ PHÁT TRIỂN PHẦN MỀM VIỆT NAM,"Tầng 4, tòa nhà HUD3 Tower, số 121-123 đường Tô Hiệu, Phường Quang Trung, Quận Hà Đông, Thành phố Hà Nội, Việt Nam",2026-06-01 22:48:02,IT,d373b2d7b8e4767ca79699711cf62947,19/06/2026,False,Thu nhập khi đạt 100% KPI:  10 - 25 triệu VND,10000000.0,25000000.0,range,,True,Hà Nội,Cao đẳng,,"Kinh doanh phần mềm, IT - Phần mềm, B2B, B2C, Telesales, Online Sales",,,,Không yêu cầu,Dưới 1 năm,"Kinh doanh phần mềm, IT - Phần mềm, B2B, B2C, Telesales, Online Sales","Dưới 1 năm kinh nghiệm chuyên môn, Tuổi 23 - 27, Cao Đẳng trở lên, Diễn đạt trôi chảy","Tiếp nhận data từ hệ thống, liên hệ tư vấn giới thiệu sản phẩm phần mềm và giải pháp công nghệ thông tin đến khách hàng.
Tận dụng sản phẩm phần mềm của công ty để tìm kiếm khách hàng tiềm năng.
Lập kế hoạch và thực hiện các hoạt động bán hàng, đàm phán kí kết hợp đồng.
Xây dựng và duy trì mối quan hệ tốt đẹp với khách hàng hiện tại và tiềm năng.","Tốt nghiệp Cao đẳng/Đại học.
Khả năng giao tiếp tốt, tự tin, nhiệt tình và có kỹ năng thuyết phục.
Nắm vững kỹ năng sử dụng máy tính và các phần mềm văn phòng.
Ưu tiên ứng viên có kinh nghiệm làm sales, nhân viên kinh doanh, telesales.
Khả năng sử dụng các công cụ tìm kiếm khách hàng, mạng xã hội hiệu quả.","Lương cứng 7-9 triệu + % Doanh số + Thưởng Hiệu quả CV
Thu nhập từ 10 - 25 triệu ++
Đóng BHXH sau thử việc
Cơ hội thăng tiến cao trong môi trường năng động, chuyên nghiệp.
Môi trường làm việc thân thiện, chuyên nghiệp, cơ hội học hỏi và phát triển.","Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)
Sáng 8:00 - 12:00 và Chiều 13:30 - 17:30",it
"Nhân Viên Kinh Doanh Phần Mềm | Nghỉ T7-CN (Làm Việc Tại Hà Đông, Hà Nội)",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-phan-mem-nghi-t7-cn-lam-viec-tai-ha-dong-ha-noi/2167816.html?ta_source=JobSearchList_LinkDetail&u_sr_id=fgP7ThR6dP7YgvExMLgtJUSsW04DMh4tDP7NOu2T_1780325542,CÔNG TY TNHH ĐẦU TƯ NGHIÊN CỨU VÀ PHÁT TRIỂN PHẦN MỀM VIỆT NAM,"Tầng 4, tòa nhà HUD3 Tower, số 121-123 đường Tô Hiệu, Phường Quang Trung, Quận Hà Đông, Thành phố Hà Nội, Việt Nam",2026-06-01 22:50:06,IT,d373b2d7b8e4767ca79699711cf62947,19/06/2026,False,Thu nhập khi đạt 100% KPI:  10 - 25 triệu VND,10000000.0,25000000.0,range,,True,Hà Nội,Cao đẳng,,"Kinh doanh phần mềm, IT - Phần mềm, B2B, B2C, Telesales, Online Sales",,,,Không yêu cầu,Dưới 1 năm,"Kinh doanh phần mềm, IT - Phần mềm, B2B, B2C, Telesales, Online Sales","Dưới 1 năm kinh nghiệm chuyên môn, Tuổi 23 - 27, Cao Đẳng trở lên, Diễn đạt trôi chảy","Tiếp nhận data từ hệ thống, liên hệ tư vấn giới thiệu sản phẩm phần mềm và giải pháp công nghệ thông tin đến khách hàng.
Tận dụng sản phẩm phần mềm của công ty để tìm kiếm khách hàng tiềm năng.
Lập kế hoạch và thực hiện các hoạt động bán hàng, đàm phán kí kết hợp đồng.
Xây dựng và duy trì mối quan hệ tốt đẹp với khách hàng hiện tại và tiềm năng.","Tốt nghiệp Cao đẳng/Đại học.
Khả năng giao tiếp tốt, tự tin, nhiệt tình và có kỹ năng thuyết phục.
Nắm vững kỹ năng sử dụng máy tính và các phần mềm văn phòng.
Ưu tiên ứng viên có kinh nghiệm làm sales, nhân viên kinh doanh, telesales.
Khả năng sử dụng các công cụ tìm kiếm khách hàng, mạng xã hội hiệu quả.","Lương cứng 7-9 triệu + % Doanh số + Thưởng Hiệu quả CV
Thu nhập từ 10 - 25 triệu ++
Đóng BHXH sau thử việc
Cơ hội thăng tiến cao trong môi trường năng động, chuyên nghiệp.
Môi trường làm việc thân thiện, chuyên nghiệp, cơ hội học hỏi và phát triển.","Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)
Sáng 8:00 - 12:00 và Chiều 13:30 - 17:30",it
Nhân Viên Tư Vấn/ Sale Online/ Chăm Sóc Khách Hàng (Game) - Thu Nhập Hấp Dẫn,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-sale-online-cham-soc-khach-hang-game-thu-nhap-hap-dan/1662973.html?ta_source=JobSearchList_LinkDetail&u_sr_id=fgP7ThR6dP7YgvExMLgtJUSsW04DMh4tDP7NOu2T_1780325542,Công Ty TNHH CNLGAMING,"195-197 Nguyễn Thị Nhung, Hiệp Bình Phước, Thủ Đức",2026-06-01 22:56:44,IT,79ed148c9de7a144ebbf8b35f95a7336,19/06/2026,False,Thu nhập: Từ 12 triệu,12000000.0,12000000.0,upto,,False,Hồ Chí Minh,Trung cấp,,Sales IT Phần mềm khác,,,,Không yêu cầu,Không yêu cầu,"Sales IT Phần mềm khác, B2C","Không cần kinh nghiệm chuyên môn, Trung cấp trở lên","- Chat tư vấn, hướng dẫn người chơi trao đổi vật phẩm các tựa game PC quốc tế
- Thực hiện trao đổi vật phẩm với người chơi các tựa game quốc tế
- Ghi nhận, lưu hồ sơ các trao đổi vật phẩm thành công
- Cập nhật, báo cáo tiến độ các trao đổi đã diễn ra trong ca làm việc","- Giao tiếp tiếng Anh cơ bản
- Khả năng giao tiếp tốt
- Ưu tiên ứng viên dưới 27 tuổi
- Thời gian làm việc lịch sẽ được công ty sắp xếp:
Làm việc theo ca, tại công ty (không làm việc online)
- Khung giờ chiều: 15h > 23h
- Khung giờ đêm: 23h >7h
LƯU Ý: Địa chỉ làm việc: Nguyễn Thị Nhung, Khu Đô Thị Vạn Phúc, Hiệp Bình Phước, TP. Thủ Đức","- Lương chính thức: 7 triệu.
- Lương part- time giờ tỉ lệ.
+ Làm việc trong khung giờ: 18h > 22h: lương nhân thêm 10%
+ Làm việc trong khung giờ: 22h > 8h: lương nhân thêm 30%
- Lương thử việc: 85% lương chính thức
+ x3 lương từ 7 đến 12 ngày lễ, tết trong năm.
+ Phép năm tích lũy
+ 6 tháng cộng thêm 1 bậc lương,
+ Thưởng Cuối năm + thưởng theo năng lực và thái độ sau 6 tháng làm việc
+ Thưởng nhân viên xuất sắc mỗi tháng, thưởng lễ, thưởng chuyên cần, thưởng profit
- Môi trường làm việc thoải mái, thân thiện...
- Được đào tạo kỹ năng giao tiếp, trao đổi, kỹ năng phát triển bản thân, tiếng Anh giao tiếp cơ bản
- Teambuilding",,it
Nhân Viên Tư Vấn/ Sale Online/ Chăm Sóc Khách Hàng (Game) - Thu Nhập Hấp Dẫn,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-sale-online-cham-soc-khach-hang-game-thu-nhap-hap-dan/1662973.html?ta_source=JobSearchList_LinkDetail&u_sr_id=fgP7ThR6dP7YgvExMLgtJUSsW04DMh4tDP7NOu2T_1780325524,Công Ty TNHH CNLGAMING,"195-197 Nguyễn Thị Nhung, Hiệp Bình Phước, Thủ Đức",2026-06-01 22:57:55,IT,79ed148c9de7a144ebbf8b35f95a7336,19/06/2026,False,Thu nhập: Từ 12 triệu,12000000.0,12000000.0,upto,,False,Hồ Chí Minh,Trung cấp,,Sales IT Phần mềm khác,,,,Không yêu cầu,Không yêu cầu,"Sales IT Phần mềm khác, B2C","Không cần kinh nghiệm chuyên môn, Trung cấp trở lên","- Chat tư vấn, hướng dẫn người chơi trao đổi vật phẩm các tựa game PC quốc tế
- Thực hiện trao đổi vật phẩm với người chơi các tựa game quốc tế
- Ghi nhận, lưu hồ sơ các trao đổi vật phẩm thành công
- Cập nhật, báo cáo tiến độ các trao đổi đã diễn ra trong ca làm việc","- Giao tiếp tiếng Anh cơ bản
- Khả năng giao tiếp tốt
- Ưu tiên ứng viên dưới 27 tuổi
- Thời gian làm việc lịch sẽ được công ty sắp xếp:
Làm việc theo ca, tại công ty (không làm việc online)
- Khung giờ chiều: 15h > 23h
- Khung giờ đêm: 23h >7h
LƯU Ý: Địa chỉ làm việc: Nguyễn Thị Nhung, Khu Đô Thị Vạn Phúc, Hiệp Bình Phước, TP. Thủ Đức","- Lương chính thức: 7 triệu.
- Lương part- time giờ tỉ lệ.
+ Làm việc trong khung giờ: 18h > 22h: lương nhân thêm 10%
+ Làm việc trong khung giờ: 22h > 8h: lương nhân thêm 30%
- Lương thử việc: 85% lương chính thức
+ x3 lương từ 7 đến 12 ngày lễ, tết trong năm.
+ Phép năm tích lũy
+ 6 tháng cộng thêm 1 bậc lương,
+ Thưởng Cuối năm + thưởng theo năng lực và thái độ sau 6 tháng làm việc
+ Thưởng nhân viên xuất sắc mỗi tháng, thưởng lễ, thưởng chuyên cần, thưởng profit
- Môi trường làm việc thoải mái, thân thiện...
- Được đào tạo kỹ năng giao tiếp, trao đổi, kỹ năng phát triển bản thân, tiếng Anh giao tiếp cơ bản
- Teambuilding",,it
"Web Developer (Backend/Frontend), 2 Năm Kinh Nghiệm - Lương Từ 18 -25 Triệu/Tháng, 15 Tháng Lương/Năm",https://www.topcv.vn/viec-lam/web-developer-backend-frontend-2-nam-kinh-nghiem-luong-tu-18-25-trieu-thang-15-thang-luong-nam/2169853.html?ta_source=JobSearchList_LinkDetail&u_sr_id=Q4rfIKBugl2Svfv8TTERYR8NMySJQizl2exRa0e3_1780331570,Công ty TNHH Thiết kế T&T,Tầng 13 - Tòa nhà VPI - 167 Trung Kính - Yên Hòa - Cầu Giấy - Hà Nội,2026-06-01 23:42:09,IT,77ba89e2731d9eed8299d8081f0c94ff,20/06/2026,False,Lương Từ 18 -25 Triệu/Tháng,18000000.0,25000000.0,range,,False,Hà Nội,Đại học,,".Net Core, ReactJS, ThreeJs, PostgreSQL, SQL Server, MySQL",,,,Không yêu cầu,2 năm,"Fullstack Developer, IT - Phần mềm, Xây dựng","2 năm kinh nghiệm chuyên môn, Đại Học trở lên","・ Phát triển các ứng dụng Web Application, 3D Web chủ yếu dựa trên nền tảng chủ yếu dựa trên các công nghệ về ReactJS, ThreeJs, .NET
・ Xây dựng các hệ thống chuyển đổi số trong ngành Xây dựng và BIM/ CIM Nhật Bản
・ Bảo trì, cập nhật, nâng cấp các ứng dụng theo yêu cầu của khách hàng
・ Xây dựng báo cáo, hỗ trợ các phòng ban theo yêu cầu.","Ưu tiên
・ Có kinh nghiệm làm việc với khách hàng Nhật Bản
・ Có hiểu biết về BIM/CIM, kiến thức về ngành xây dựng
・ Có kinh nghiệm làm việc với Autodesk APS.
・ Có kinh nghiệm sử dụng AI cải thiện hiệu suất công việc.
1.Backend: 1 người
・ Trên 2 năm kinh nghiệm với .Net Core (.Net 6 trở lên)
・ Hiểu biết về REST API, EF Core
・ Sử dụng tốt 1 trong 3 database PostgreSQL, SQL Sever, MySQL.
2.Frontend: 1 người
・ Trên 2 năm kinh nghiệm làm việc với ReactJS
・ Có kinh nghiệm làm việc với ThreeJs.","・Lương : 18,000,000đ - 25,000,000đ (trao đổi khi phỏng vấn)
・
Thu nhập năm khoảng 15 - 16 tháng lương (bao gồm thưởng dự án, thưởng hè, thưởng tết).
CÁC PHÚC LỢI KHÁC DÀNH CHO NHÂN VIÊN
・ Ngày nghỉ lễ theo quy định của Việt Nam và 4 ngày nghỉ hè của công ty
・ Overtime tính theo Luật lao động
・ Tham gia bảo hiểm xã hội đầy đủ cho nhân viên trên tổng lương. Ngoài ra có thêm gói bảo hiểm sức khỏe mở rộng và hỗ trợ gói tập sức khỏe cho nhân viên
・ Review lương: 2 lần/ năm, thưởng hè + thưởng Tết...
・ Du lịch công ty, teambuilding, tiệc sinh nhật hàng tháng và các phúc lợi khác",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),it
Data & Reporting Deputy Manager,https://www.topcv.vn/viec-lam/data-reporting-deputy-manager/2167260.html?ta_source=JobSearchList_LinkDetail&u_sr_id=Q4rfIKBugl2Svfv8TTERYR8NMySJQizl2exRa0e3_1780331570,Công Ty Tài Chính TNHH MTV Mirae Asset,"91 Pasteur, Phường Sài Gòn, Thành phố Hồ Chí Minh",2026-06-01 23:42:35,IT,24b178eaa870fbe70d47b500e1c10b63,17/06/2026,False,Thoả thuận,,,negotiable,,False,Hồ Chí Minh,Đại học,,"Data Engineer, IT - Phần mềm",,,,Không yêu cầu,5 năm,"Data Engineer, IT - Phần mềm","5 năm kinh nghiệm chuyên môn, Đại Học trở lên","1. Data Management & Development
Design, build, and operate data platforms such as Hadoop, Yarn, Spark (or alternatives like Kubernetes, Delta Lake (Iceberg), S3 on-prem).
Utilize ETL and orchestration tools including ODI, Airflow, or equivalent solutions.
Apply Git, Jenkins, and CI/CD practices in data engineering workflows.
Develop and implement Data Governance frameworks (e.g., DataHub, OpenMetadata).
Demonstrate strong expertise in PL/SQL (Oracle preferred).
Design, manage, and optimize Data Warehouse, Data Lake, and Data Mart systems to support analytics and reporting needs.
2. Data Quality & Integration
Standardize and ensure data quality through cleansing, reconciliation, periodic checks, and validation logic.
Collaborate with IT teams and business units to integrate data from multiple sources and systems.
Build and optimize ETL/ELT pipelines to extract, transform, and load data from databases, APIs, and files.
3. Data Platform Operations & Optimization
Ensure data integrity, availability, security, and performance across all data systems.
Optimize queries and large-scale data processing (big data) to improve performance and reduce processing time.
Develop automated data validation processes (e.g., schema checks, anomaly detection).
4. Team Management & Capability Development
Lead, coach, and develop a team of Data Engineers.
Establish internal processes, promote knowledge sharing, and standardize documentation and analytics practices.","1. Education & Certifications
Relevant degree in Information Technology, Data Engineering, Computer Science, or related fields
Relevant certifications are a plus
2. Experience
Proven experience in data platform development, data engineering, and reporting systems
Strong hands-on experience with big data technologies and ETL tools
3. Other Requirements
Strong analytical thinking and problem-solving skills
Good communication and teamwork abilities
Ability to work under pressure and manage multiple priorities","Attractive packages with 13th salary year-end bonus.
12 days annual leave & 03 days summer leave.
Annual health check, company events.
Annual healthcare insurance package from senior level and above.
Young and proactive environment; no barriers, no limitation for new idea.
Flexible internal career opportunity.",Thứ 2 - Thứ 6 (từ 08:00 đến 05:30),it
Data Analyst (Business Data Analyst),https://www.topcv.vn/viec-lam/data-analyst-business-data-analyst/2166282.html?ta_source=JobSearchList_LinkDetail&u_sr_id=Q4rfIKBugl2Svfv8TTERYR8NMySJQizl2exRa0e3_1780331570,Công ty CP Khoa học Dữ liệu,"Tầng 4, toà HH2 Yên Hoà, đường Dương Đình Nghệ, Cầu Giấy, Hà Nội",2026-06-01 23:42:59,IT,f9d11849473e4cf8fabc2e8419021f97,17/06/2026,False,Mức lương: 15 - 30 triệu,15000000.0,30000000.0,range,,False,Hà Nội,Đại học,,"Python, Excel, AI",,,,Không yêu cầu,2 năm,"Data Analyst, Thương mại điện tử, IT - Phần mềm","2 năm kinh nghiệm chuyên môn, Đại Học trở lên","Chủ động làm việc với Sales để định hình và làm rõ yêu cầu nghiệp vụ (Business Requirements). Phân tích chi tiết nguồn và luồng dữ liệu hiện có của khách hàng (Sàn TMĐT, ERP, File Excel, POS...).
Đóng vai trò cầu nối quan trọng, phối hợp chặt chẽ với các stakeholder (Khách hàng, Sales, Data Engineer…) để phân tích nghiệp vụ sâu sắc, định hình giải pháp và đánh giá tính khả thi của dữ liệu nhằm xây dựng các báo cáo/dashboard chiến lược.
Thực hiện phân tích dữ liệu chuyên sâu từ các nguồn khác nhau. Dựa trên nhu cầu nghiệp vụ đã được thống nhất, thiết kế cấu trúc báo cáo, dashboard mang tính chiến lược nhằm chuyển đổi dữ liệu thành các insight hành động (actionable insights), hỗ trợ ra quyết định về kinh doanh và phát triển sản phẩm
Trực tiếp tham gia vào quá trình xây dựng dashboard báo cáo giúp doanh nghiệp quản lý vận hành hoặc đưa ra quyết định chiến lược
Có thể tham gia vào quá trình trích xuất, làm sạch, chuẩn hóa và gán nhãn (tagging) thông minh cho các tập dữ liệu lớn (sử dụng Python, Excel, AI...) để đảm bảo chất lượng dữ liệu đầu vào.","Bằng cử nhân trong một lĩnh vực liên quan (phân tích dữ liệu, thống kê,toán học, khoa học  máy tính).
Biết làm các báo cáo, dashboard tự động là bắt buộc (SQL, PowerBI, Metabase, Tableau…).
Kỹ năng Phân tích Nghiệp vụ (Business Analysis) và Thiết kế Giải pháp Hệ thống thông qua báo cáo, dashboard.
Kỹ năng giao tiếp và thương thuyết xuất sắc, đặc biệt là khả năng kể chuyện bằng dữ liệu (Data Storytelling) để truyền đạt insight dễ hiểu và thuyết phục các đối tượng không chuyên về kỹ thuật.
Không ngại công việc yêu cầu tính tỉ mỉ cao
Có kinh nghiệm xây dựng báo cáo nghiên cứu thị trường là một lợi thế.
Có kinh nghiệm xây dựng báo cáo vận hành kinh doanh, marketing từ các kênh quảng cáo mạng xã hội là lợi thế
Có kinh nghiệm làm việc ở vị trí Phân tích Nghiệp vụ (Business Analyst) hoặc vai trò Data Analyst có trách nhiệm làm rõ yêu cầu kinh doanh sâu sắc là một lợi thế mạnh","Mức lương - thưởng:
Lương: 15 - 30  triệu (theo năng lực)
Thưởng tháng lương 13 + thưởng cuối năm.
Quyền lợi được hưởng:
Được tham gia vào các dự án lớn đang triển khai tại các cơ quan nhà nước, các tập  đoàn, doanh nghiệp lớn tại Việt Nam;
Được đào tạo kiến thức chuyên sâu phục vụ công việc, được đánh giá và đề xuất các  vị trí cao hơn;
Làm việc trong môi trường năng động và thoải mái;
Cơ hội phát triển nghề nghiệp rộng mở;
Hưởng đầy đủ chế độ đãi ngộ về lương, thưởng, nghỉ phép theo quy định của pháp luật;
Các chế độ phúc lợi khác (Cơm trưa tại Công ty, Trợ cấp dùng máy tính cá nhân,  Teambuilding, Du lịch, các chương trình hoạt động gắn kết khác,...)","Thứ 2 - Thứ 6 (từ 09:00 đến 18:00)
Và thứ 7 đầu tiên trong tháng",it
